id,status_group
6821,functional
8292,functional
96,functional
14557,functional
6126,functional
3628,functional
11910,non functional
9047,non functional
4318,functional
14502,functional
13081,functional
2481,functional
12576,functional
1717,functional
1818,functional
5306,functional
9730,functional
12981,functional
7030,functional
3385,functional
7846,functional
12666,functional
6010,functional
5679,non functional
7160,non functional
2951,functional
3006,non functional
13051,functional
2766,functional
14663,non functional
7878,non functional
6675,non functional
13241,non functional
1796,functional
5558,non functional
52,functional
7866,non functional
5275,functional
12524,functional
4410,non functional
8206,functional
1659,functional
14452,functional
82,functional
9772,non functional
6987,non functional
13535,functional
759,non functional
8930,functional
1907,functional
6020,functional
14398,non functional
3966,functional
13142,non functional
2049,functional
2941,functional
1335,functional
4456,functional
4726,functional
5944,functional
12634,non functional
4088,functional
9880,functional
7879,functional
14435,functional
12010,non functional
4928,non functional
12302,non functional
13156,non functional
5495,functional
9490,non functional
3881,functional
4260,functional
2776,functional
3479,functional
2544,functional
4259,functional
12730,functional
12444,functional
2778,functional
6612,functional
6458,functional needs repair
12077,functional
7788,functional
11386,non functional
3617,non functional
8632,functional
3301,functional
1945,non functional
12742,non functional
8977,functional
2861,functional
110,functional
12551,non functional
6659,non functional
9007,functional
13718,non functional
8018,non functional
14680,functional
5393,functional
9828,functional
6258,functional
14525,functional needs repair
12001,functional
14292,functional
5370,non functional
6454,non functional
10068,functional
5064,non functional
1070,functional
10855,non functional
119,non functional
12124,functional
11475,functional
9633,functional
14079,non functional
7966,non functional
4358,non functional
3670,functional
11961,functional
11560,functional
3401,functional needs repair
8623,non functional
6944,functional
12949,functional
5823,functional
11938,non functional
5832,functional
10185,non functional
7804,non functional
6104,functional
6359,functional
8124,non functional
7929,functional
14,functional
13034,functional
12395,functional
1617,functional
14616,functional
4295,non functional
3125,non functional
14462,non functional
6890,functional needs repair
6649,non functional
13063,functional
8505,functional
6729,functional needs repair
10052,non functional
5213,non functional
4961,non functional
13150,functional
3893,functional
12474,functional
28,functional
6832,functional
4145,non functional
6364,functional
11315,functional
14731,non functional
8964,non functional
2728,functional
4640,functional
7194,non functional
14676,functional needs repair
11235,non functional
12874,functional
1090,functional
14065,functional
6605,non functional
10108,functional
2787,functional
10497,functional
1798,functional
1201,functional
9929,functional
2050,functional
5460,functional needs repair
14276,functional
14720,functional
1008,functional
9491,functional
8917,non functional
6892,functional needs repair
10145,functional
11626,functional
6608,functional
1411,functional
1869,functional
1027,functional
3091,functional
13223,non functional
9194,functional
3645,non functional
14717,functional
9716,functional
1625,non functional
8717,non functional
12484,functional
2279,non functional
1018,functional
1136,non functional
3014,functional needs repair
4034,functional
9571,non functional
7013,functional
12194,non functional
6183,non functional
12712,functional
7606,non functional
10062,functional
14382,non functional
3624,functional
1871,functional
6935,functional
10516,functional
4931,functional
4884,functional
6060,functional
12585,non functional
11874,functional
8879,functional
5801,functional needs repair
3000,functional
749,functional needs repair
14833,functional
7039,functional
9920,functional
11894,non functional
6420,functional
11411,functional
9484,functional
2250,functional
8273,functional needs repair
1197,non functional
3240,functional
7737,functional
2163,non functional
4477,functional
12545,functional
3468,functional
1917,functional
10252,functional
7340,functional
8886,functional
3507,functional
10772,non functional
9938,functional
4659,functional
5750,non functional
5554,functional
13843,functional needs repair
11831,functional
6916,functional
9587,functional
7675,functional
387,functional
10856,non functional
7632,functional
2740,non functional
14034,non functional
13702,functional
13754,non functional
5222,functional
3082,non functional
649,non functional
13308,functional
12640,functional
7450,functional
8472,functional
9172,functional needs repair
12648,functional
2695,functional
7722,non functional
4188,non functional
6260,non functional
13058,functional
8430,functional
14480,non functional
8257,functional
2463,functional
8399,functional
13470,functional
7263,functional
8432,functional
9897,non functional
12166,functional
10647,functional
8475,functional
2495,non functional
10988,functional
1040,non functional
10249,functional
3237,non functional
10080,non functional
1916,functional
10904,non functional
68,functional
7143,functional
11549,non functional
11771,functional
1792,non functional
4140,functional
1511,functional
5530,non functional
2362,functional
8590,functional
13725,non functional
3500,non functional
4916,functional
2416,functional
537,functional
2498,non functional
9666,functional
4377,functional
14042,functional
3380,functional
860,functional
8983,non functional
2574,functional
522,functional
14272,functional
9374,non functional
5381,functional
7429,functional
10799,non functional
6625,functional
1812,non functional
12193,functional
2931,functional
1809,functional
3564,non functional
8180,functional
714,functional
483,functional
4698,non functional
3,non functional
4172,non functional
12340,non functional
10239,functional
378,functional
10687,functional
445,functional
12550,functional
11148,functional
2855,functional
4101,functional
13538,non functional
2027,non functional
12698,functional
3528,functional
4355,non functional
1325,non functional
8602,non functional
6652,non functional
10404,functional
10846,functional
14005,non functional
2231,non functional
3212,non functional
12825,functional
634,functional
1333,functional
3243,non functional
6496,functional
12425,non functional
13514,functional
9403,functional
13341,functional
13764,non functional
11850,functional
2532,non functional
11,non functional
11216,functional
11470,functional
8035,non functional
9219,functional
8713,functional
14341,functional
7841,functional
12109,functional
598,non functional
5681,non functional
8041,functional
8487,non functional
11059,functional
2125,functional
711,non functional
5754,non functional
2439,functional
6148,non functional
11724,non functional
10027,non functional
13402,functional needs repair
6584,functional
12728,non functional
797,functional
12555,non functional
6168,functional
3362,functional
6232,non functional
2677,non functional
3435,functional
9514,functional
8419,functional
13062,functional
12627,functional
7724,functional
3857,functional
1840,functional
4228,functional
11618,functional
5123,functional
11021,functional
1603,functional
11242,non functional
7949,functional
6688,functional
14797,non functional
451,non functional
6614,functional
12763,functional
6961,non functional
3041,functional needs repair
5865,non functional
11821,non functional
11480,functional needs repair
11572,functional
8934,functional
4762,non functional
13930,functional
5382,functional
8637,non functional
453,functional
5466,non functional
5263,non functional
12920,functional
2730,functional
622,functional
10541,non functional
5770,functional
9766,functional
14107,functional
3365,functional
8126,non functional
12252,non functional
4378,functional
13114,functional
3005,functional
6634,functional
6960,functional
4280,functional
2275,functional
9041,functional
5995,functional
2339,non functional
8506,non functional
7951,functional
4953,non functional
6448,functional
10645,functional
1366,non functional
6840,non functional
2800,functional
678,non functional
2485,functional
12304,functional
8426,functional
9186,functional
5186,functional
564,non functional
4837,non functional
12178,functional
6341,functional
1114,non functional
11777,functional
5635,non functional
2358,functional
8103,non functional
8771,functional needs repair
1170,functional
2218,non functional
1033,functional
2636,non functional
8563,non functional
11272,non functional
12402,functional
2469,non functional
9786,non functional
13317,functional
8213,functional
11979,non functional
245,non functional
14347,functional
12142,functional
7806,non functional
4301,non functional
450,non functional
14142,functional
9044,non functional
5732,functional
14307,non functional
704,functional
10927,functional
12228,functional
3197,non functional
3789,non functional
4780,functional
13069,non functional
5096,non functional
1060,functional
5999,non functional
7395,functional
1012,functional
8738,non functional
3089,non functional
8344,non functional
14218,functional
3333,non functional
2251,functional
12882,functional
5563,non functional
13271,functional
9120,non functional
11123,functional
14735,functional needs repair
6113,functional
9297,functional
8144,non functional
13522,functional
9757,non functional
5333,functional
14697,functional
7747,non functional
11145,functional
1296,non functional
7532,functional
1531,non functional
3496,functional
5007,functional
417,functional
2350,functional
362,functional
8463,non functional
1750,functional
8479,non functional
6891,functional
3040,non functional
4443,functional
3782,functional
12715,functional
6436,non functional
8001,functional
2405,functional
795,non functional
9104,non functional
1396,functional
14323,non functional
4995,functional
14399,non functional
8036,non functional
5416,functional
8645,functional
13215,non functional
10684,functional
4009,functional
4281,functional
2341,non functional
5598,functional
12760,functional
6764,non functional
3432,functional
7886,non functional
10665,functional
3124,functional
10336,functional
1994,non functional
27,non functional
4084,functional
8135,non functional
7483,functional
7345,non functional
14385,non functional
8960,functional
880,functional
5599,non functional
6798,functional
14467,functional
494,functional
8706,functional
3629,functional
6129,non functional
3587,functional
721,non functional
4173,non functional
428,non functional
4263,non functional
4480,functional
14535,non functional
2815,non functional
14068,functional
3080,functional
8108,functional
11268,non functional
12218,functional
11089,functional
7980,non functional
8729,functional
14267,functional
2657,non functional
10118,functional
10043,non functional
6083,functional
2077,non functional
4484,functional
7085,functional
13385,functional
6152,functional
4986,non functional
4842,non functional
7766,non functional
5873,non functional
13715,non functional
10667,functional
8908,non functional
8327,non functional
10044,functional
9592,functional
13129,non functional
3660,functional
7384,functional needs repair
884,functional
7614,functional
5887,functional
3195,functional
11839,non functional
13559,non functional
14685,functional
11930,non functional
1037,functional needs repair
9299,non functional
12684,functional
9953,non functional
12345,non functional
13863,functional
12452,non functional
5489,functional
621,functional needs repair
653,non functional
10898,non functional
302,non functional
4912,functional
3781,functional
10155,functional
14745,functional needs repair
7965,functional
3911,functional
11222,functional
8961,functional
5277,functional
12421,functional
1317,non functional
7210,functional
5274,non functional
4536,functional
4569,functional
4765,non functional
5942,functional
7708,functional
13792,functional
1017,non functional
2177,functional
547,functional
3739,functional
9612,functional
3714,functional
12329,non functional
10873,functional
929,functional
10944,functional
6288,non functional
13502,functional needs repair
12579,functional
10402,functional
